64
2
8
4
24,W,99
16,W,111
8,W,8456
0,W,34530
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
1,R
9,R
17,R
25,R
28,W,2538
20,W,7820
12,W,1232
4,W,3874
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
5,R
13,R
21,R
29,R
