64
2
8
4
24,W,24
16,W,16
8,W,8
0,W,0
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
0,R
8,R
16,R
24,R
28,W,28
20,W,20
12,W,12
4,W,4
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
4,R
12,R
20,R
28,R
